id,name,host_id,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews,availability_365,bedrooms,bathrooms,review_scores_rating,accommodates,reviews_per_month,host_since,price_per_bedroom,price_per_bathroom,price_per_person,host_experience_years,experienced_host,luxury_flag
818142802440744333,Amazing 2 bedroom in SFc,240653168,Bernal Heights,Entire home/apt,250.0,30,1,364,2.0,1.0,5.0,4,0.04,2019-02-02,125.0,250.0,62.5,6.435616438356164,True,False
818195233784141985,Studio Middle Unit,495900269,Nob Hill,Entire home/apt,214.0,1,31,5,1.0,1.0,4.74,2,1.12,2023-01-13,214.0,214.0,107.0,2.4876712328767123,False,False
818231243893035313,• Cozy & Comfortable Castro Artist's Studio •,499256843,Castro/Upper Market,Entire home/apt,236.0,2,62,347,1.0,1.0,4.79,2,2.22,2023-02-02,236.0,236.0,118.0,2.4328767123287673,False,False
818445328258169008,"Hilltop studio w/t panoramic view, garden, parking",10428850,Bernal Heights,Entire home/apt,146.0,3,86,74,1.0,1.0,4.92,3,3.28,2013-12-04,146.0,146.0,48.666666666666664,11.602739726027398,True,False
819632103576818894,Modern style 1 Bedroom apartment,23719876,Nob Hill,Entire home/apt,220.0,30,5,299,1.0,1.0,5.0,2,0.22,2014-11-13,220.0,220.0,110.0,10.66027397260274,True,False
821038767329256107,Beautiful Victorian near Alamo square,211681082,Western Addition,Entire home/apt,378.0,3,5,13,3.0,2.0,5.0,6,0.18,2018-08-25,126.0,189.0,63.0,6.876712328767123,True,False
821667684346708695,Standard Queen Room with Ensuite Bathroom,309730457,Downtown/Civic Center,Private room,108.0,1,54,361,1.0,1.0,4.15,2,1.91,2019-11-15,108.0,108.0,54.0,5.652054794520548,True,False
821898577032336089,Dolores Bungalow,500067016,Mission,Entire home/apt,180.0,5,46,68,1.0,1.0,4.72,3,1.64,2023-02-07,180.0,180.0,60.0,2.419178082191781,False,False
822091182299595256,2 Bedroom Suite with Bay Views from Rooftop Deck!,20704144,Russian Hill,Entire home/apt,201.0,2,2,2,2.0,2.0,5.0,6,0.97,2014-08-29,100.5,100.5,33.5,10.868493150684932,True,False
823776292614322462,Charming Bernal Heights Retreat,1717251,Bernal Heights,Entire home/apt,213.0,30,0,265,2.0,1.0,,3,0.0,2012-02-07,106.5,213.0,71.0,13.427397260273972,True,False
824024594832805633,Nice little room in SF,420182099,Western Addition,Private room,50.0,30,2,331,1.0,1.0,5.0,1,0.09,2021-08-25,50.0,50.0,50.0,3.873972602739726,True,False
824047084487341932,Sweet Noe Valley Suite,775963,Noe Valley,Entire home/apt,187.0,4,72,197,1.0,1.0,4.88,4,2.63,2011-07-04,187.0,187.0,46.75,14.024657534246575,True,False
824053442345006063,"Sunny 1920s Gem– Free Parking, No chores!",68301147,Outer Mission,Entire home/apt,224.0,3,33,50,2.0,1.0,4.94,4,1.26,2016-04-21,112.0,224.0,56.0,9.221917808219178,True,False
824218674369102078,Pokemon Oasis in the City :Cozy & Modern 2 Bedroom,107082058,Crocker Amazon,Entire home/apt,177.0,1,60,199,2.0,1.5,5.0,4,2.17,2016-12-12,88.5,118.0,44.25,8.578082191780823,True,False
824311918295209950,3 bedroom 2 baths in Charming Victorian home,30075056,Bernal Heights,Entire home/apt,268.0,30,1,291,3.0,2.0,5.0,5,0.32,2015-03-26,89.33333333333333,134.0,53.6,10.295890410958904,True,False
825620580149284302,Entire Guest Suite in Noe Valley,1328044,Noe Valley,Entire home/apt,220.0,1,100,293,1.0,1.0,4.96,3,3.78,2011-10-24,220.0,220.0,73.33333333333333,13.717808219178082,True,False
826063960462221493,Beautiful Home! (4 Queen Beds & 3 Full Baths),95227196,Visitacion Valley,Entire home/apt,272.0,1,121,120,3.0,3.0,4.98,8,4.7,2016-09-15,90.66666666666667,90.66666666666667,34.0,8.819178082191781,True,False
827603610728940835,San Francisco Union Square Comfort & Tradition 1,501239744,Downtown/Civic Center,Entire home/apt,246.0,1,35,225,1.0,1.0,4.4,6,1.36,2023-02-15,246.0,246.0,41.0,2.3972602739726026,False,False
830835999474397843,Cozy house 2BD/1BA Walk to Bart,501912424,Ocean View,Entire home/apt,112.0,1,119,323,2.0,1.0,4.87,4,4.28,2023-02-20,56.0,112.0,28.0,2.3835616438356166,False,False
831191768069721905,Fully Furnished Private Apartment in SF,403940407,South of Market,Entire home/apt,600.0,30,5,242,1.0,1.0,5.0,3,0.2,2021-05-28,600.0,600.0,200.0,4.117808219178082,True,True
831287715236252567,SoMa Studio w/ Office by Anyplace - 11603,415840703,Downtown/Civic Center,Entire home/apt,173.0,30,1,233,0.0,1.0,5.0,2,0.08,2021-07-29,inf,173.0,86.5,3.947945205479452,True,False
831438674405288319,"2BR Tranquility, Full Kitchen & private deck",22177528,Twin Peaks,Entire home/apt,198.0,1,124,208,2.0,1.0,4.98,5,5.1,2014-10-06,99.0,198.0,39.6,10.764383561643836,True,False
831960683628665524,Urban Escape with Stunning Skyline,7002631,Visitacion Valley,Entire home/apt,237.0,1,69,167,2.0,1.0,4.88,4,2.53,2013-06-19,118.5,237.0,59.25,12.063013698630137,True,False
832658003198969467,Blue House in the Sunnyside,124022035,Outer Mission,Entire home/apt,216.0,2,63,134,3.0,1.0,4.97,6,2.32,2017-04-03,72.0,216.0,36.0,8.271232876712329,True,False
832676669976549619,Broadmoor 1 Bedroom Suite 233,502034331,Western Addition,Private room,135.0,4,27,311,1.0,1.0,4.89,2,1.15,2023-02-20,135.0,135.0,67.5,2.3835616438356166,False,False
833400394714397974,New Condo w Rooftop Deck & A/C,1257432,Mission,Entire home/apt,241.0,30,1,248,2.0,2.0,5.0,4,0.12,2011-10-06,120.5,120.5,60.25,13.767123287671232,True,False
834204382399601571,Broadmoor Large Studio 245,502034331,Western Addition,Private room,114.0,4,28,289,1.0,1.0,4.93,2,1.07,2023-02-20,114.0,114.0,57.0,2.3835616438356166,False,False
834335362574497538,United hotel,43533135,South of Market,Private room,56.0,3,6,365,1.0,1.0,3.33,2,0.21,2015-09-06,56.0,56.0,28.0,9.846575342465753,True,False
834887974756320071,48 - Adorable & Plush 3B2B Upper Unit near BART,502791356,Outer Mission,Entire home/apt,175.0,2,91,154,3.0,2.0,4.48,9,3.35,2023-02-25,58.333333333333336,87.5,19.444444444444443,2.3698630136986303,False,False
835050210057275033,Luxury Urban Oasis w/ Spa near Moscone!,3924988,South of Market,Entire home/apt,373.0,2,25,198,2.0,1.5,5.0,4,0.97,2012-10-19,186.5,248.66666666666666,93.25,12.728767123287671,True,False
835644139077998382,Spacious cheerful suite near parks & beach,2796048,Outer Richmond,Entire home/apt,150.0,1,144,8,1.0,1.0,4.92,2,5.24,2012-07-01,150.0,150.0,75.0,13.03013698630137,True,False
835668564220550985,Modern Chic Studio Near UCSF/SFSU/Golden Gate Park,22940085,Outer Sunset,Entire home/apt,153.0,2,90,254,1.0,1.0,4.98,2,3.23,2014-10-25,153.0,153.0,76.5,10.712328767123287,True,False
836205079175974186,Large Room in SoMa San Francisco,351395739,South of Market,Private room,46.0,30,4,51,1.0,0.0,4.0,2,0.15,2020-06-22,46.0,inf,23.0,5.049315068493151,True,False
836368993217643985,One Bedroom Front Unit,495900269,Chinatown,Entire home/apt,289.0,1,21,56,1.0,1.0,4.9,4,0.76,2023-01-13,289.0,289.0,72.25,2.4876712328767123,False,False
836816253964999794,In the heart of San Francisco,381589125,Western Addition,Entire home/apt,520.0,30,0,365,1.0,1.0,,2,0.0,2020-12-25,520.0,520.0,260.0,4.53972602739726,True,True
836875426598488834,Breathtaking SF Views: Twin Peaks 2-Leve,286975060,Twin Peaks,Entire home/apt,235.0,30,4,20,1.0,1.0,5.0,2,0.16,2019-08-18,235.0,235.0,117.5,5.895890410958904,True,False
836908859138563219,Sunny apartment in San Francisco,10885165,Mission,Entire home/apt,124.0,30,5,296,2.0,1.0,5.0,4,0.24,2013-12-29,62.0,124.0,31.0,11.534246575342467,True,False
837694857018719523,Centrally Located in San Francisco,503403350,Downtown/Civic Center,Entire home/apt,137.0,30,5,168,1.0,1.0,4.0,2,0.3,2023-03-01,137.0,137.0,68.5,2.3589041095890413,False,False
837815995465328033,Studio Back Unit(2 flights of stairs),495900269,Chinatown,Entire home/apt,214.0,1,23,33,1.0,1.0,4.78,2,0.84,2023-01-13,214.0,214.0,107.0,2.4876712328767123,False,False
837935660244540527,One Bedroom Front Unit,495900269,Nob Hill,Entire home/apt,289.0,1,14,0,1.0,1.0,4.79,4,0.54,2023-01-13,289.0,289.0,72.25,2.4876712328767123,False,False
837935909894280632,One Bedroom Back Unit,495900269,Nob Hill,Entire home/apt,282.0,1,78,142,1.0,1.0,4.96,4,2.87,2023-01-13,282.0,282.0,70.5,2.4876712328767123,False,False
839973348782294568,Golden Gate Park Retreat,138846769,Inner Richmond,Entire home/apt,269.0,2,50,48,1.0,1.0,4.96,4,1.84,2017-07-06,269.0,269.0,67.25,8.013698630136986,True,False
840599152068629075,King Room #1,504007094,Bayview,Private room,73.0,2,155,201,1.0,1.0,4.86,3,5.64,2023-03-05,73.0,73.0,24.333333333333332,2.347945205479452,False,False
840601162140239193,Queen Room #3 - Semi City Skyline & Garden View,504007094,Bayview,Private room,54.0,2,103,194,1.0,1.0,4.88,2,3.74,2023-03-05,54.0,54.0,27.0,2.347945205479452,False,False
840715737123099534,Victorian Flat | Mission •  Full-floor • Bright,61695597,Mission,Entire home/apt,219.0,30,4,213,2.0,1.0,4.75,5,0.17,2016-03-05,109.5,219.0,43.8,9.35068493150685,True,False
840755927573523585,"Modern Studio, Twin Peaks San Francisco",75100142,Twin Peaks,Entire home/apt,141.0,1,91,46,0.0,1.0,4.95,2,3.35,2016-05-31,inf,141.0,70.5,9.112328767123287,True,False
841437971068155570,Avail JUL28: New Condo(1 bd+Den/1 ba)Parking Avail,47660292,South of Market,Entire home/apt,200.0,30,2,323,2.0,1.0,5.0,3,0.58,2015-10-28,100.0,200.0,66.66666666666667,9.704109589041096,True,False
841631160929179971,Garden apartment with Bay View,337463587,Bernal Heights,Entire home/apt,138.0,2,138,299,1.0,1.0,4.98,2,5.44,2020-02-19,138.0,138.0,69.0,5.389041095890411,True,False
842150395554996807,Supersized Hidden Gem in San Francisco,497314341,Downtown/Civic Center,Entire home/apt,243.0,1,70,163,1.0,1.0,4.84,2,2.57,2023-01-21,243.0,243.0,121.5,2.4657534246575343,False,False
842305834310945782,Entire condo in Hayes Valley,243393408,Western Addition,Entire home/apt,210.0,30,3,243,1.0,1.0,5.0,2,0.12,2019-02-16,210.0,210.0,105.0,6.397260273972603,True,False
842848860519516283,Perfect Corp 4BR 5Bed Victorian - Safe &Convenient,492170624,Bernal Heights,Entire home/apt,525.0,1,18,299,4.0,1.5,4.78,8,0.7,2022-12-20,131.25,350.0,65.625,2.5534246575342467,False,True
843369859239382405,San Fran-Studio Suite - Queen Size bed,478633299,Chinatown,Entire home/apt,170.0,2,10,68,1.0,1.0,5.0,2,0.38,2022-09-08,170.0,170.0,85.0,2.835616438356164,False,False
843488530733536587,Clean and spacious Outer Sunset getaway,2206837,Outer Sunset,Entire home/apt,154.0,2,68,54,1.0,1.0,4.9,3,2.67,2012-04-23,154.0,154.0,51.333333333333336,13.219178082191782,True,False
843852557727531592,Room #2 - Remote Working Space,504007094,Bayview,Private room,64.0,2,125,135,1.0,1.0,4.92,2,4.6,2023-03-05,64.0,64.0,32.0,2.347945205479452,False,False
844883585620309351,Ritzy Private Room-Best Location,128917916,Western Addition,Private room,106.0,1,186,336,1.0,2.5,4.95,2,6.81,2017-05-04,106.0,42.4,53.0,8.186301369863013,True,False
844937676892217546,Sunset in the city 1,504908228,Outer Sunset,Private room,67.0,1,206,235,1.0,2.0,4.89,2,7.99,2023-03-11,67.0,33.5,33.5,2.3315068493150686,False,False
845024215728794574,Home on the sunny hill,256063782,Potrero Hill,Entire home/apt,513.0,2,17,20,2.0,2.0,4.82,6,0.72,2019-04-15,256.5,256.5,85.5,6.238356164383561,True,True
845066304339101996,Overflow 2,375566645,Mission,Private room,152.0,30,1,364,1.0,1.5,5.0,1,0.06,2020-11-13,152.0,101.33333333333333,152.0,4.654794520547945,True,False
845672328646605791,Opulent Room with Private Bath,128917916,Western Addition,Private room,108.0,1,134,319,1.0,1.0,4.97,2,4.98,2017-05-04,108.0,108.0,54.0,8.186301369863013,True,False
845902024566901178,Cozy and Quiet Single Room,172270819,Ocean View,Private room,63.0,30,3,96,1.0,1.0,5.0,2,0.13,2018-02-08,63.0,63.0,31.5,7.419178082191781,True,False
847042204259883091,Quaint Private Room-BestLocation,128917916,Western Addition,Private room,101.0,1,228,348,1.0,2.5,4.89,2,8.32,2017-05-04,101.0,40.4,50.5,8.186301369863013,True,False
847124389843763806,Sunny Potrero Hill Studio Apartment,3259970,Potrero Hill,Entire home/apt,240.0,30,12,201,1.0,1.0,4.83,2,0.54,2012-08-14,240.0,240.0,120.0,12.90958904109589,True,False
847225207038123972,"Exceptional, Large 1-Bedroom SF Garden Suite",10851296,Presidio Heights,Entire home/apt,329.0,2,87,92,1.0,1.0,5.0,2,3.43,2013-12-27,329.0,329.0,164.5,11.53972602739726,True,False
849895199281375026,Greenwich Sanctuary,504473508,Presidio,Entire home/apt,203.0,3,55,315,0.0,1.0,4.84,3,2.1,2023-03-08,inf,203.0,67.66666666666667,2.33972602739726,False,False
850254837708353925,Newly Renovated Spacious Room,505885773,Ocean View,Private room,116.0,2,4,237,1.0,1.5,4.75,3,0.16,2023-03-17,116.0,77.33333333333333,38.666666666666664,2.315068493150685,False,False
850999058572114268,Cozy room near Ocean Beach and UCSF 1,189245739,Outer Sunset,Private room,55.0,30,3,133,1.0,1.0,5.0,2,0.17,2018-05-12,55.0,55.0,27.5,7.164383561643835,True,False
850999067083606348,Cozy room near Ocean Beach and UCSF 2,189245739,Outer Sunset,Private room,69.0,30,2,111,1.0,1.0,4.0,2,0.09,2018-05-12,69.0,69.0,34.5,7.164383561643835,True,False
851068214950764775,Ingleside Heights Room,505885773,Ocean View,Private room,87.0,2,3,237,1.0,1.5,4.67,2,0.33,2023-03-17,87.0,58.0,43.5,2.315068493150685,False,False
851410600220925482,Newly Renovated Private Room,505885773,Ocean View,Private room,68.0,2,13,237,1.0,1.5,4.85,1,0.48,2023-03-17,68.0,45.333333333333336,68.0,2.315068493150685,False,False
851467274750113141,Panoramic views! Best Location!,38046308,Castro/Upper Market,Entire home/apt,575.0,2,26,268,3.0,2.5,5.0,5,0.97,2015-07-10,191.66666666666666,230.0,115.0,10.005479452054795,True,True
851522486085081440,Ingleside Heights Renovated Hse,505885773,Ocean View,Entire home/apt,209.0,2,31,237,3.0,1.5,4.74,6,1.18,2023-03-17,69.66666666666667,139.33333333333334,34.833333333333336,2.315068493150685,False,False
851598957497273250,One Bedroom Front Unit,495900269,Nob Hill,Entire home/apt,289.0,1,9,11,1.0,1.0,4.78,4,0.34,2023-01-13,289.0,289.0,72.25,2.4876712328767123,False,False
851771629596739219,Java Beach house comfort,303118342,Outer Sunset,Entire home/apt,220.0,30,1,333,3.0,2.0,5.0,6,1.0,2019-10-18,73.33333333333333,110.0,36.666666666666664,5.728767123287671,True,False
852397306676923247,Broadmoor Studio 429,502034331,Western Addition,Private room,95.0,4,40,302,1.0,1.0,4.83,2,1.52,2023-02-20,95.0,95.0,47.5,2.3835616438356166,False,False
852551915070719752,Cozy Charming Richmond 1BR Retreat,34007109,Outer Richmond,Entire home/apt,133.0,2,86,335,1.0,1.0,4.65,4,3.2,2015-05-22,133.0,133.0,33.25,10.139726027397261,True,False
853541192986368438,"Full Private Room SOMA, San Francisco",351395739,South of Market,Private room,46.0,30,2,142,1.0,1.0,3.0,2,0.17,2020-06-22,46.0,46.0,23.0,5.049315068493151,True,False
855242800972626187,Elegant Room in Union Square,224976669,Downtown/Civic Center,Private room,285.0,1,1,364,1.0,1.0,5.0,2,0.04,2018-11-09,285.0,285.0,142.5,6.668493150684932,True,False
855904435891363288,2nd Floor of Outer Mission/Cayuga Terrace Home,46806431,Outer Mission,Entire home/apt,160.0,30,0,358,2.0,1.5,,4,0.0,2015-10-17,80.0,106.66666666666667,40.0,9.734246575342466,True,False
857179051609396468,"Modern, New Pac Heights Studio",129904961,Pacific Heights,Entire home/apt,103.0,30,5,269,0.0,1.0,4.8,2,0.36,2017-05-11,inf,103.0,51.5,8.167123287671233,True,False
857184653102730938,Opera Plaza Stylish Studio,14436460,Downtown/Civic Center,Entire home/apt,105.0,30,2,197,0.0,1.0,5.0,2,0.09,2014-04-18,inf,105.0,52.5,11.232876712328768,True,False
857263123279085671,A Lux Experience,333766371,South of Market,Entire home/apt,170.0,30,2,289,2.0,2.0,5.0,2,0.32,2020-02-05,85.0,85.0,85.0,5.427397260273972,True,False
857889545624357736,Private suite with secret arcade & ocean view yard,13583482,Parkside,Entire home/apt,178.0,2,118,114,2.0,1.0,4.81,6,4.54,2014-03-26,89.0,178.0,29.666666666666668,11.295890410958904,True,False
858281170744108223,Sunny North Beach Furnished Room,351395739,North Beach,Private room,46.0,30,4,134,1.0,1.0,3.75,2,0.16,2020-06-22,46.0,46.0,23.0,5.049315068493151,True,False
858819824306415502,"Luxury home, rooftop, Telegraph Hill/North Beach",21460931,North Beach,Entire home/apt,619.0,2,31,92,3.0,2.0,4.94,5,1.18,2014-09-17,206.33333333333334,309.5,123.8,10.816438356164383,True,True
860352294014677041,Sweeping views of San Francisco Bay,29132856,Castro/Upper Market,Entire home/apt,300.0,30,7,197,3.0,3.0,4.86,6,0.33,2015-03-10,100.0,100.0,50.0,10.33972602739726,True,False
860380347868420763,"Bright Room With All You Need in North Beach, SF.",351395739,North Beach,Private room,48.0,30,5,110,1.0,1.0,5.0,1,0.2,2020-06-22,48.0,48.0,48.0,5.049315068493151,True,False
861121064838065979,Modern studio in the Mission,1780407,Mission,Entire home/apt,141.0,30,7,304,0.0,1.0,4.86,2,0.31,2012-02-20,inf,141.0,70.5,13.391780821917807,True,False
861131751810244834,Full Private SOMA room for you and your +1!,351395739,South of Market,Private room,46.0,30,4,124,1.0,1.0,4.75,2,0.23,2020-06-22,46.0,46.0,23.0,5.049315068493151,True,False
861569667398693436,The Solarium,481336222,Haight Ashbury,Private room,138.0,2,91,7,1.0,1.5,4.93,2,3.4,2022-09-27,138.0,92.0,69.0,2.7835616438356166,False,False
862360025581186357,Unique Historic 2/3 BR Victorian next to GG Park,93655170,Inner Sunset,Entire home/apt,301.0,30,30,59,3.0,2.0,4.97,5,1.67,2016-09-05,100.33333333333333,150.5,60.2,8.846575342465753,True,False
862505329538904532,Cozy Cole Valley Nook,10722295,Haight Ashbury,Private room,83.0,2,58,250,1.0,1.0,4.89,2,2.29,2013-12-20,83.0,83.0,41.5,11.558904109589042,True,False
862960375236121229,Top Floor Two Bed Apartment in Mission Dolores,46574267,Castro/Upper Market,Entire home/apt,213.0,30,4,120,2.0,1.0,4.5,4,0.18,2015-10-14,106.5,213.0,53.25,9.742465753424657,True,False
863048600398874454,Near Union Square - Hotel Style Studio,70722023,Chinatown,Entire home/apt,90.0,1,5,4,0.0,1.0,5.0,2,0.19,2016-05-06,inf,90.0,45.0,9.180821917808219,True,False
863853157417801317,Stylish hobo apartment in NOPA,83070034,Inner Richmond,Private room,97.0,30,0,365,1.0,1.0,,2,0.0,2016-07-11,97.0,97.0,48.5,9.0,True,False
864595084219671852,Exquisite Penthouse 4BR/2.5BA home in Noe Valley,450802168,Bernal Heights,Entire home/apt,375.0,30,1,268,4.0,2.5,5.0,10,0.05,2022-03-22,93.75,150.0,37.5,3.3013698630136985,True,False
864813312646920968,Classy Condo 1 Bedroom Sleeps 2 in San Francisco,443464789,Downtown/Civic Center,Private room,221.0,2,0,364,1.0,1.0,,2,0.0,2022-02-03,221.0,221.0,110.5,3.43013698630137,True,False
864827377077886910,Magnificient 1BR Condo in San Francisco Sleeps 2,443464789,Downtown/Civic Center,Entire home/apt,221.0,2,0,364,1.0,1.0,,2,0.0,2022-02-03,221.0,221.0,110.5,3.43013698630137,True,False
865271046576576738,"Stylish, Bright Comfy Condo - Van Ness Corridor",988375,Downtown/Civic Center,Entire home/apt,135.0,30,9,143,1.0,1.0,5.0,2,0.38,2011-08-18,135.0,135.0,67.5,13.901369863013699,True,False
865866599549056708,Beautiful condo in Noe Valley,8014822,Noe Valley,Entire home/apt,314.0,4,22,113,1.0,1.5,5.0,2,0.84,2013-08-07,314.0,209.33333333333334,157.0,11.92876712328767,True,False
866271989362662471,Spacious & Clean 2 Master Bedrooms+ 2 Bathrooms,503273535,Outer Mission,Entire home/apt,158.0,1,71,309,2.0,2.0,4.87,4,2.71,2023-02-28,79.0,79.0,39.5,2.361643835616438,False,False
866775404303929653,Private Suite in San Francisco,509465622,Outer Sunset,Entire home/apt,129.0,1,126,244,1.0,1.0,4.97,2,4.79,2023-04-10,129.0,129.0,64.5,2.249315068493151,False,False
868794833132129527,Stunning 2BR/2BA home in SOMA,450765852,South of Market,Entire home/apt,295.0,30,0,305,2.0,2.0,,6,0.0,2022-03-22,147.5,147.5,49.166666666666664,3.3013698630136985,True,False
870458142773943747,Convenient Studio in the Heart of San Francisco,4336135,Pacific Heights,Entire home/apt,109.0,30,10,245,0.0,1.0,5.0,2,0.47,2012-12-05,inf,109.0,54.5,12.6,True,False
871198230611079928,Lively Furnished Private Room,456564615,Excelsior,Private room,59.0,1,82,330,1.0,1.0,4.99,2,4.11,2022-04-28,59.0,59.0,29.5,3.2,True,False
871207011138297718,"Sunny, large room near Union St",375566645,Marina,Private room,77.0,30,6,131,1.0,1.0,4.83,1,0.24,2020-11-13,77.0,77.0,77.0,4.654794520547945,True,False
871228164841856288,Large private room near Union St,375566645,Marina,Private room,76.0,30,7,118,1.0,1.0,4.71,1,0.28,2020-11-13,76.0,76.0,76.0,4.654794520547945,True,False
871237811821685124,Cozy private room near Marina,375566645,Marina,Private room,74.0,30,5,121,1.0,1.0,5.0,1,0.34,2020-11-13,74.0,74.0,74.0,4.654794520547945,True,False
871551431202793819,Overflow 3,375566645,Mission,Private room,150.0,30,2,364,1.0,1.5,5.0,1,0.08,2020-11-13,150.0,100.0,150.0,4.654794520547945,True,False
871689951112532666,Cozy central studio near Duboce Park and MUNI,510485087,Western Addition,Entire home/apt,321.0,2,32,67,0.0,1.0,4.91,2,1.29,2023-04-17,inf,321.0,160.5,2.23013698630137,False,False
871991984418515071,"321B - Nice 2B1B Ground Unit near CCSF, BART & FWY",445881004,Outer Mission,Entire home/apt,127.0,2,60,162,2.0,1.0,4.62,4,2.29,2022-02-19,63.5,127.0,31.75,3.3863013698630136,True,False
872715702649975771,"3BR/2BA SF Home with cold plunge, hot soak & sauna",51468401,Outer Mission,Entire home/apt,292.0,3,0,4,3.0,3.0,,6,0.0,2015-12-16,97.33333333333333,97.33333333333333,48.666666666666664,9.56986301369863,True,False
872721671975013596,2023 penthouse 4th fl,139875070,Potrero Hill,Entire home/apt,99.0,30,2,56,1.0,1.0,5.0,2,0.1,2017-07-11,99.0,99.0,49.5,8.0,True,False
873139345275744380,"Private Suite in Inner Sunset, San Francisco",509465622,Outer Sunset,Entire home/apt,144.0,1,92,255,1.0,1.0,4.9,1,3.54,2023-04-10,144.0,144.0,144.0,2.249315068493151,False,False
873342131916467714,Tastefully furnished 2bed/1bath,141228523,Ocean View,Entire home/apt,100.0,30,1,128,2.0,1.0,5.0,4,0.04,2017-07-18,50.0,100.0,25.0,7.980821917808219,True,False
873414846903871648,Light and charm in hot NOPA hood,16785840,Western Addition,Entire home/apt,250.0,1,23,170,3.0,1.0,4.91,5,0.89,2014-06-14,83.33333333333333,250.0,50.0,11.076712328767123,True,False
873618055548858490,North Beach Telegraph Hill 3BED-2BA with Bay views,50001206,North Beach,Entire home/apt,690.0,3,21,105,3.0,2.0,5.0,5,0.91,2015-11-27,230.0,345.0,138.0,9.621917808219179,True,True
873958105082183658,1194 - Humble 2B1B Upper Unit near FWY & LightRail,1463052,Bayview,Entire home/apt,191.0,2,83,146,2.0,1.0,4.46,6,3.19,2011-12-01,95.5,191.0,31.833333333333332,13.613698630136986,True,False
874607704419774001,Amazing 2BR Apt - Clarendon H,450765852,Twin Peaks,Entire home/apt,295.0,30,0,364,2.0,2.0,,4,0.0,2022-03-22,147.5,147.5,73.75,3.3013698630136985,True,False
874646799814465613,"Sunny Private Room in Vibrant North Beach, SF",351395739,Chinatown,Private room,48.0,30,3,72,1.0,1.0,4.67,2,0.19,2020-06-22,48.0,48.0,24.0,5.049315068493151,True,False
874657955467068895,Historic Four Bedroom Home near Golden Gate Park,17239555,Inner Richmond,Entire home/apt,990.0,5,3,38,4.0,3.5,5.0,8,0.54,2014-06-25,247.5,282.85714285714283,123.75,11.046575342465754,True,True
874702760233545301,"S.F., Location, Location comfort",33702479,South of Market,Entire home/apt,347.0,30,11,220,3.0,2.5,4.91,6,0.5,2015-05-19,115.66666666666667,138.8,57.833333333333336,10.147945205479452,True,False
874882716746707425,Stylish Pacific Heights Apartment,3903094,Pacific Heights,Entire home/apt,636.0,5,16,37,2.0,1.0,5.0,3,0.62,2012-10-17,318.0,636.0,212.0,12.734246575342466,True,True
875431661163534699,Stylish 3BR Mission Dolores Flat,26624142,Mission,Entire home/apt,495.0,1,44,347,3.0,1.0,4.91,8,1.69,2015-01-24,165.0,495.0,61.875,10.463013698630137,True,False
876868587691441197,The happiest house in Noe Valley,251233638,Noe Valley,Entire home/apt,125.0,2,13,8,2.0,1.0,4.85,4,0.52,2019-03-26,62.5,125.0,31.25,6.293150684931507,True,False
877145841215544868,Coastal Chic: Central Parkside Hideaway,511642621,Parkside,Entire home/apt,366.0,2,76,118,3.0,1.0,5.0,8,3.22,2023-04-25,122.0,366.0,45.75,2.208219178082192,False,False
879027497265698815,Sunny & spacious in heart of SF,375566645,Mission,Private room,73.0,30,7,226,1.0,1.5,4.86,1,0.31,2020-11-13,73.0,48.666666666666664,73.0,4.654794520547945,True,False
879722827668621526,Presidio Hts 1 BR w/ Office by Anyplace - 11611,415840703,Pacific Heights,Entire home/apt,270.0,30,0,304,1.0,1.0,,2,0.0,2021-07-29,270.0,270.0,135.0,3.947945205479452,True,False
879727871482654355,Marina 1 BR w/ Office by Anyplace - 11615,415840703,Marina,Entire home/apt,248.0,30,2,280,1.0,1.0,5.0,2,0.08,2021-07-29,248.0,248.0,124.0,3.947945205479452,True,False
879799805453417238,Presidio Hts 1 BR w/ Office by Anyplace - 11612,415840703,Pacific Heights,Entire home/apt,223.0,30,0,248,1.0,1.0,,2,0.0,2021-07-29,223.0,223.0,111.5,3.947945205479452,True,False
879847293982940844,Charming Spacious One Bedroom,104559424,South of Market,Entire home/apt,309.0,2,29,61,1.0,1.0,5.0,2,1.14,2016-11-20,309.0,309.0,154.5,8.638356164383561,True,False
879877795501558050,"Modern Tech Victorian, Comfortable Clean and Safe!",492170624,Bernal Heights,Private room,132.0,1,12,143,1.0,1.5,4.92,2,0.49,2022-12-20,132.0,88.0,66.0,2.5534246575342467,False,False
880053805480350795,Stunning SF views in Twin Peaks!,4261621,Twin Peaks,Entire home/apt,151.0,30,0,363,1.0,1.0,,2,0.0,2012-11-27,151.0,151.0,75.5,12.621917808219179,True,False
880490748160859341,Convenient City living near GG Prk-Newly Renovated,512362823,Inner Richmond,Entire home/apt,254.0,30,6,261,2.0,2.5,5.0,2,0.26,2023-04-29,127.0,101.6,127.0,2.197260273972603,False,False
880542232486267192,2 Bedroom Urban Oasis Near Golden Gate Park & More,276087621,Outer Richmond,Entire home/apt,161.0,2,115,208,2.0,1.0,4.89,6,4.5,2019-07-14,80.5,161.0,26.833333333333332,5.991780821917808,True,False
881402493042000652,Private studio suite in SF,6057010,Outer Mission,Entire home/apt,75.0,30,1,310,1.0,1.0,5.0,2,0.04,2013-04-23,75.0,75.0,37.5,12.219178082191782,True,False
